Datasets/Driving_Dataset/train_images/0001TP_009030.png,Datasets/Driving_Dataset/train_masks/0001TP_009030_L.png
Datasets/Driving_Dataset/train_images/0001TP_009060.png,Datasets/Driving_Dataset/train_masks/0001TP_009060_L.png
Datasets/Driving_Dataset/train_images/0001TP_009210.png,Datasets/Driving_Dataset/train_masks/0001TP_009210_L.png
Datasets/Driving_Dataset/train_images/0001TP_009240.png,Datasets/Driving_Dataset/train_masks/0001TP_009240_L.png
Datasets/Driving_Dataset/train_images/0001TP_009270.png,Datasets/Driving_Dataset/train_masks/0001TP_009270_L.png
Datasets/Driving_Dataset/train_images/0001TP_009300.png,Datasets/Driving_Dataset/train_masks/0001TP_009300_L.png
Datasets/Driving_Dataset/train_images/0001TP_009390.png,Datasets/Driving_Dataset/train_masks/0001TP_009390_L.png
Datasets/Driving_Dataset/train_images/0001TP_009420.png,Datasets/Driving_Dataset/train_masks/0001TP_009420_L.png
Datasets/Driving_Dataset/train_images/0001TP_009450.png,Datasets/Driving_Dataset/train_masks/0001TP_009450_L.png
Datasets/Driving_Dataset/train_images/0001TP_009480.png,Datasets/Driving_Dataset/train_masks/0001TP_009480_L.png
Datasets/Driving_Dataset/train_images/0001TP_009510.png,Datasets/Driving_Dataset/train_masks/0001TP_009510_L.png
Datasets/Driving_Dataset/train_images/0001TP_009540.png,Datasets/Driving_Dataset/train_masks/0001TP_009540_L.png
Datasets/Driving_Dataset/train_images/0001TP_009690.png,Datasets/Driving_Dataset/train_masks/0001TP_009690_L.png
Datasets/Driving_Dataset/train_images/0001TP_009720.png,Datasets/Driving_Dataset/train_masks/0001TP_009720_L.png
Datasets/Driving_Dataset/train_images/0001TP_009750.png,Datasets/Driving_Dataset/train_masks/0001TP_009750_L.png
Datasets/Driving_Dataset/train_images/0001TP_009780.png,Datasets/Driving_Dataset/train_masks/0001TP_009780_L.png
Datasets/Driving_Dataset/train_images/0001TP_009810.png,Datasets/Driving_Dataset/train_masks/0001TP_009810_L.png
Datasets/Driving_Dataset/train_images/0001TP_009840.png,Datasets/Driving_Dataset/train_masks/0001TP_009840_L.png
Datasets/Driving_Dataset/train_images/0001TP_009870.png,Datasets/Driving_Dataset/train_masks/0001TP_009870_L.png
Datasets/Driving_Dataset/train_images/0001TP_009900.png,Datasets/Driving_Dataset/train_masks/0001TP_009900_L.png
Datasets/Driving_Dataset/train_images/0001TP_009930.png,Datasets/Driving_Dataset/train_masks/0001TP_009930_L.png
Datasets/Driving_Dataset/train_images/0001TP_009960.png,Datasets/Driving_Dataset/train_masks/0001TP_009960_L.png
Datasets/Driving_Dataset/train_images/0001TP_009990.png,Datasets/Driving_Dataset/train_masks/0001TP_009990_L.png
Datasets/Driving_Dataset/train_images/0001TP_010020.png,Datasets/Driving_Dataset/train_masks/0001TP_010020_L.png
Datasets/Driving_Dataset/train_images/0001TP_010050.png,Datasets/Driving_Dataset/train_masks/0001TP_010050_L.png
Datasets/Driving_Dataset/train_images/0001TP_010080.png,Datasets/Driving_Dataset/train_masks/0001TP_010080_L.png
Datasets/Driving_Dataset/train_images/0001TP_010110.png,Datasets/Driving_Dataset/train_masks/0001TP_010110_L.png
Datasets/Driving_Dataset/train_images/0001TP_010140.png,Datasets/Driving_Dataset/train_masks/0001TP_010140_L.png
Datasets/Driving_Dataset/train_images/0001TP_010290.png,Datasets/Driving_Dataset/train_masks/0001TP_010290_L.png
Datasets/Driving_Dataset/train_images/0001TP_010320.png,Datasets/Driving_Dataset/train_masks/0001TP_010320_L.png
Datasets/Driving_Dataset/train_images/0001TP_010350.png,Datasets/Driving_Dataset/train_masks/0001TP_010350_L.png
Datasets/Driving_Dataset/train_images/0001TP_010380.png,Datasets/Driving_Dataset/train_masks/0001TP_010380_L.png
Datasets/Driving_Dataset/train_images/0004a4c0-d4dff0ad.jpg,Datasets/Driving_Dataset/train_masks/0004a4c0-d4dff0ad.png
Datasets/Driving_Dataset/train_images/00054602-3bf57337.jpg,Datasets/Driving_Dataset/train_masks/00054602-3bf57337.png
